2025-06-02 18:36:32.078 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 19664 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 18:44:07.238 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-8082"]
2025-06-02 18:44:07.240 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2025-06-02 18:44:07.240 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.83]
2025-06-02 18:44:07.456 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
2025-06-02 18:44:07.457 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:292 - Root WebApplicationContext: initialization completed in 2175 ms
2025-06-02 18:44:09.196 [main] INFO  o.s.security.web.DefaultSecurityFilterChain:55 - Will secure org.springframework.security.oauth2.server.authorization.config.annotation.web.configurers.OAuth2AuthorizationServerConfigurer$$Lambda$665/573819584@3b41e1bf with [org.springframework.security.web.session.DisableEncodeUrlFilter@619c93ca, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@486e9d1d, org.springframework.security.oauth2.server.authorization.config.annotation.web.configurers.AuthorizationServerContextFilter@423ed3b5, org.springframework.security.web.context.SecurityContextPersistenceFilter@677ce519, org.springframework.security.web.header.HeaderWriterFilter@4f363abd, org.springframework.security.web.csrf.CsrfFilter@4b88ca8e, org.springframework.security.web.authentication.logout.LogoutFilter@6a3fbcb1, org.springframework.security.oauth2.server.authorization.web.OAuth2AuthorizationServerMetadataEndpointFilter@552fee7a, org.springframework.security.oauth2.server.authorization.web.OAuth2AuthorizationEndpointFilter@1f15e689, org.springframework.security.oauth2.server.authorization.web.NimbusJwkSetEndpointFilter@7926352f, org.springframework.security.oauth2.server.authorization.web.OAuth2ClientAuthenticationFilter@2de9ca6, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@670342a2, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@377949f1, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@6aa5974e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7cfb0c4c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6b63abdc, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5e5ddfbc, org.springframework.security.web.session.SessionManagementFilter@4017fe2c, org.springframework.security.web.access.ExceptionTranslationFilter@521441d5, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7cf63b9a, org.springframework.security.oauth2.server.authorization.web.OAuth2TokenEndpointFilter@31b0f02, org.springframework.security.oauth2.server.authorization.web.OAuth2TokenIntrospectionEndpointFilter@2f95653f, org.springframework.security.oauth2.server.authorization.web.OAuth2TokenRevocationEndpointFilter@7d9c45ee]
2025-06-02 18:44:09.225 [main] INFO  o.s.security.web.DefaultSecurityFilterChain:55 - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@23444a36, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@31a136a6, org.springframework.security.web.context.SecurityContextPersistenceFilter@191c6e13, org.springframework.security.web.header.HeaderWriterFilter@45d56062, org.springframework.security.web.authentication.logout.LogoutFilter@12fcb2c3, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7436364d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1a8e9ed9, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@30a9e3db, org.springframework.security.web.session.SessionManagementFilter@4026461d, org.springframework.security.web.access.ExceptionTranslationFilter@6de004f1, org.springframework.security.web.access.intercept.AuthorizationFilter@28a6e171]
2025-06-02 18:44:11.401 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration:71 - Eureka HTTP Client uses RestTemplate.
2025-06-02 18:44:12.032 [main] INFO  o.s.cloud.netflix.eureka.InstanceInfoFactory:67 - Setting initial instance status as: STARTING
2025-06-02 18:44:12.065 [main] INFO  com.netflix.discovery.DiscoveryClient:372 - Initializing Eureka in region us-east-1
2025-06-02 18:44:12.070 [main] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver:43 - Resolving eureka endpoints via configuration
2025-06-02 18:44:12.096 [main] INFO  com.netflix.discovery.DiscoveryClient:1007 - Disable delta property : false
2025-06-02 18:44:12.096 [main] INFO  com.netflix.discovery.DiscoveryClient:1008 - Single vip registry refresh property : null
2025-06-02 18:44:12.096 [main] INFO  com.netflix.discovery.DiscoveryClient:1009 - Force full registry fetch : false
2025-06-02 18:44:12.096 [main] INFO  com.netflix.discovery.DiscoveryClient:1010 - Application is null : false
2025-06-02 18:44:12.097 [main] INFO  com.netflix.discovery.DiscoveryClient:1011 - Registered Applications size is zero : true
2025-06-02 18:44:12.097 [main] INFO  com.netflix.discovery.DiscoveryClient:1013 - Application version is -1: true
2025-06-02 18:44:12.098 [main] INFO  com.netflix.discovery.DiscoveryClient:1097 - Getting all instance registry info from the eureka server
2025-06-02 18:44:12.493 [main] INFO  com.netflix.discovery.DiscoveryClient:1106 - The response status is 200
2025-06-02 18:44:12.495 [main] INFO  com.netflix.discovery.DiscoveryClient:1321 - Starting heartbeat executor: renew interval is: 30
2025-06-02 18:44:12.500 [main] INFO  com.netflix.discovery.InstanceInfoReplicator:60 - InstanceInfoReplicator onDemand update allowed rate per min is 4
2025-06-02 18:44:12.507 [main] INFO  com.netflix.discovery.DiscoveryClient:492 - Discovery Client initialized at timestamp 1748861052506 with initial instances count: 0
2025-06-02 18:44:12.510 [main] INFO  o.s.c.n.e.serviceregistry.EurekaServiceRegistry:41 - Registering application MS-OAUTH2-SERVER with eureka with status UP
2025-06-02 18:44:12.511 [main] INFO  com.netflix.discovery.DiscoveryClient:1352 - Saw local status change event StatusChangeEvent [timestamp=1748861052511, current=UP, previous=STARTING]
2025-06-02 18:44:12.513 [DiscoveryClient-InstanceInfoReplicator-0] INFO  com.netflix.discovery.DiscoveryClient:873 - DiscoveryClient_MS-OAUTH2-SERVER/192.168.45.86:8082: registering service...
2025-06-02 18:44:12.514 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Starting ProtocolHandler ["http-nio-8082"]
2025-06-02 18:44:12.548 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:220 - Tomcat started on port(s): 8082 (http) with context path ''
2025-06-02 18:44:12.550 [main] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration:144 - Updating port to 8082
2025-06-02 18:44:12.664 [DiscoveryClient-InstanceInfoReplicator-0] INFO  com.netflix.discovery.DiscoveryClient:882 - DiscoveryClient_MS-OAUTH2-SERVER/192.168.45.86:8082 - registration status: 204
2025-06-02 18:44:13.270 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:61 - Started Oauth2ServerApplication in 9.273 seconds (JVM running for 10.454)
2025-06-02 18:44:17.358 [http-nio-8082-exec-2] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-06-02 18:44:17.360 [http-nio-8082-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet:525 - Initializing Servlet 'dispatcherServlet'
2025-06-02 18:44:17.364 [http-nio-8082-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet:547 - Completed initialization in 2 ms
2025-06-02 18:44:42.503 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1007 - Disable delta property : false
2025-06-02 18:44:42.505 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1008 - Single vip registry refresh property : null
2025-06-02 18:44:42.505 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1009 - Force full registry fetch : false
2025-06-02 18:44:42.505 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1010 - Application is null : false
2025-06-02 18:44:42.505 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1011 - Registered Applications size is zero : true
2025-06-02 18:44:42.505 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1013 - Application version is -1: false
2025-06-02 18:44:42.505 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1097 - Getting all instance registry info from the eureka server
2025-06-02 18:44:42.540 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1106 - The response status is 200
2025-06-02 18:46:56.079 [SpringApplicationShutdownHook] INFO  o.s.c.n.e.serviceregistry.EurekaServiceRegistry:62 - Unregistering application MS-OAUTH2-SERVER with eureka with status DOWN
2025-06-02 18:46:56.079 [SpringApplicationShutdownHook] INFO  com.netflix.discovery.DiscoveryClient:1352 - Saw local status change event StatusChangeEvent [timestamp=1748861216079, current=DOWN, previous=UP]
2025-06-02 18:46:56.079 [DiscoveryClient-InstanceInfoReplicator-0] INFO  com.netflix.discovery.DiscoveryClient:873 - DiscoveryClient_MS-OAUTH2-SERVER/192.168.45.86:8082: registering service...
2025-06-02 18:46:56.100 [DiscoveryClient-InstanceInfoReplicator-0] INFO  com.netflix.discovery.DiscoveryClient:882 - DiscoveryClient_MS-OAUTH2-SERVER/192.168.45.86:8082 - registration status: 204
2025-06-02 18:46:56.593 [SpringApplicationShutdownHook] INFO  com.netflix.discovery.DiscoveryClient:935 - Shutting down DiscoveryClient ...
2025-06-02 18:46:59.600 [SpringApplicationShutdownHook] INFO  com.netflix.discovery.DiscoveryClient:971 - Unregistering ...
2025-06-02 18:48:57.234 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 3488 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 18:48:57.241 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 18:48:58.803 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 18:48:58.808 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 18:48:58.847 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 12 ms. Found 0 Redis repository interfaces.
2025-06-02 18:48:59.518 [main] INFO  o.springframework.cloud.context.scope.GenericScope:283 - BeanFactory id=e98ef04a-ed56-384a-8981-6e9b50b59cda
2025-06-02 18:49:00.064 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 8082 (http)
2025-06-02 18:49:00.065 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - Loaded Apache Tomcat Native library [1.2.39] using APR version [1.7.4].
2025-06-02 18:49:00.065 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [true].
2025-06-02 18:49:00.065 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2025-06-02 18:49:00.071 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - OpenSSL successfully initialized [OpenSSL 3.0.11 19 Sep 2023]
2025-06-02 18:49:00.080 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-8082"]
2025-06-02 18:49:00.082 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2025-06-02 18:49:00.083 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.83]
2025-06-02 18:49:00.242 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
2025-06-02 18:49:00.242 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:292 - Root WebApplicationContext: initialization completed in 2908 ms
2025-06-02 18:49:00.994 [main] INFO  org.apache.catalina.core.StandardService:173 - Stopping service [Tomcat]
2025-06-02 18:49:01.022 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener:136 - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2025-06-02 18:49:37.473 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 13480 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 18:49:37.481 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 18:49:39.064 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 18:49:39.068 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 18:49:39.102 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 11 ms. Found 0 Redis repository interfaces.
2025-06-02 18:49:39.579 [main] INFO  o.springframework.cloud.context.scope.GenericScope:283 - BeanFactory id=e98ef04a-ed56-384a-8981-6e9b50b59cda
2025-06-02 18:49:40.176 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 8082 (http)
2025-06-02 18:49:40.177 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - Loaded Apache Tomcat Native library [1.2.39] using APR version [1.7.4].
2025-06-02 18:49:40.178 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [true].
2025-06-02 18:49:40.178 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2025-06-02 18:49:40.185 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - OpenSSL successfully initialized [OpenSSL 3.0.11 19 Sep 2023]
2025-06-02 18:49:40.195 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-8082"]
2025-06-02 18:49:40.197 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2025-06-02 18:49:40.199 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.83]
2025-06-02 18:49:40.392 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
2025-06-02 18:49:40.392 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:292 - Root WebApplicationContext: initialization completed in 2838 ms
2025-06-02 18:49:41.093 [main] INFO  org.apache.catalina.core.StandardService:173 - Stopping service [Tomcat]
2025-06-02 18:49:41.112 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener:136 - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2025-06-02 18:50:45.655 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 13600 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 18:50:45.662 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 18:50:46.858 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 18:50:46.863 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 18:50:46.890 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 8 ms. Found 0 Redis repository interfaces.
2025-06-02 18:50:47.314 [main] INFO  o.springframework.cloud.context.scope.GenericScope:283 - BeanFactory id=e98ef04a-ed56-384a-8981-6e9b50b59cda
2025-06-02 18:50:47.736 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 8082 (http)
2025-06-02 18:50:47.738 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - Loaded Apache Tomcat Native library [1.2.39] using APR version [1.7.4].
2025-06-02 18:50:47.738 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [true].
2025-06-02 18:50:47.738 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2025-06-02 18:50:47.744 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - OpenSSL successfully initialized [OpenSSL 3.0.11 19 Sep 2023]
2025-06-02 18:50:47.757 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-8082"]
2025-06-02 18:50:47.760 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2025-06-02 18:50:47.761 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.83]
2025-06-02 18:50:47.922 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
2025-06-02 18:50:47.923 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:292 - Root WebApplicationContext: initialization completed in 2200 ms
2025-06-02 18:50:48.587 [main] INFO  org.apache.catalina.core.StandardService:173 - Stopping service [Tomcat]
2025-06-02 18:50:48.605 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener:136 - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2025-06-02 18:51:17.742 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 5584 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 18:51:17.747 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 18:51:19.166 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 18:51:19.171 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 18:51:19.204 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 10 ms. Found 0 Redis repository interfaces.
2025-06-02 18:51:19.688 [main] INFO  o.springframework.cloud.context.scope.GenericScope:283 - BeanFactory id=e98ef04a-ed56-384a-8981-6e9b50b59cda
2025-06-02 18:51:20.290 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 8082 (http)
2025-06-02 18:51:20.290 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - Loaded Apache Tomcat Native library [1.2.39] using APR version [1.7.4].
2025-06-02 18:51:20.290 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [true].
2025-06-02 18:51:20.291 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2025-06-02 18:51:20.296 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - OpenSSL successfully initialized [OpenSSL 3.0.11 19 Sep 2023]
2025-06-02 18:51:20.305 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-8082"]
2025-06-02 18:51:20.307 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2025-06-02 18:51:20.308 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.83]
2025-06-02 18:51:20.533 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
2025-06-02 18:51:20.535 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:292 - Root WebApplicationContext: initialization completed in 2718 ms
2025-06-02 18:51:21.448 [main] INFO  org.apache.catalina.core.StandardService:173 - Stopping service [Tomcat]
2025-06-02 18:51:21.471 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener:136 - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2025-06-02 18:54:30.663 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 16436 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 18:54:30.667 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 18:54:31.783 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 18:54:31.785 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 18:54:31.811 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 8 ms. Found 0 Redis repository interfaces.
2025-06-02 18:54:32.197 [main] INFO  o.springframework.cloud.context.scope.GenericScope:283 - BeanFactory id=e98ef04a-ed56-384a-8981-6e9b50b59cda
2025-06-02 18:54:32.611 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 8082 (http)
2025-06-02 18:54:32.613 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - Loaded Apache Tomcat Native library [1.2.39] using APR version [1.7.4].
2025-06-02 18:54:32.614 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [true].
2025-06-02 18:54:32.614 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2025-06-02 18:54:32.619 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - OpenSSL successfully initialized [OpenSSL 3.0.11 19 Sep 2023]
2025-06-02 18:54:32.628 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-8082"]
2025-06-02 18:54:32.631 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2025-06-02 18:54:32.632 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.83]
2025-06-02 18:54:32.796 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
2025-06-02 18:54:32.797 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:292 - Root WebApplicationContext: initialization completed in 2076 ms
2025-06-02 18:54:33.506 [main] INFO  org.apache.catalina.core.StandardService:173 - Stopping service [Tomcat]
2025-06-02 18:54:33.527 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener:136 - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2025-06-02 19:31:59.378 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 16076 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 19:31:59.387 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 19:32:01.336 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 19:32:01.344 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 19:32:01.387 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 11 ms. Found 0 Redis repository interfaces.
2025-06-02 19:32:30.798 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 10208 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 19:32:30.809 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 19:32:32.218 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 19:32:32.221 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 19:32:32.246 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 8 ms. Found 0 Redis repository interfaces.
2025-06-02 19:37:01.178 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 22580 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 19:37:01.182 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 19:37:02.505 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 19:37:02.508 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 19:37:02.534 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 8 ms. Found 0 Redis repository interfaces.
2025-06-02 19:37:36.681 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 14700 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 19:37:36.686 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 19:37:38.011 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 19:37:38.016 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 19:37:38.047 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 9 ms. Found 0 Redis repository interfaces.
